CX92	CX92	0.0140118	-0.00853053	-0.00135625	-0.000478962	-0.00794218
CX93	CX93	0.0122226	-0.00705761	-0.00273886	-0.00226565	-0.0255259
CX94	CX94	0.0150567	-0.00754764	-0.000345591	0.0022063	0.0075678
CX96	CX96	0.0145247	-0.00612854	-0.00232227	-0.000442182	-0.014957
CX97	CX97	0.0154402	-0.00939415	-0.00266298	-0.00127191	-0.0266944
CX98	CX98	0.0131827	0.00996835	-0.000534415	-0.00175735	-0.0013309
CX99	CX99	0.0134451	0.00318508	-2.23424e-05	0.000544875	-0.00387174
CX100	CX100	0.00560883	-0.00777835	0.00413954	-0.00436006	-0.00765576
CX101	CX101	0.0137789	-0.00735434	-0.00183312	-0.00310739	-0.0429618
CX102	CX102	0.0144844	-0.00769531	-0.00088536	-0.00229073	-0.0300934
CX103	CX103	0.00212892	0.00285018	-0.0142432	-0.00236387	-0.00454492
CX104	CX104	-0.0189997	0.0150461	0.0182185	0.112581	-0.00998653
CX106	CX106	-0.0281483	-0.00550807	0.0354226	-0.0180015	-0.000557431
CX107	CX107	0.0147321	-0.0101884	0.00158839	0.00102301	0.020716
CX108	CX108	0.00738503	0.0312899	-0.00512802	-0.0110639	-0.00823436
CX109	CX109	-0.024643	-0.00367075	-0.0156334	-0.00776353	0.00193762
CX110	CX110	-0.0180875	0.0169585	0.0152962	0.0989256	-0.00800137
CX111	CX111	-0.02937	-0.00575435	0.0350234	-0.01991	-0.00192222
CX112	CX112	-0.0159706	0.0223388	0.0189174	0.0553678	-0.00457252
CX113	CX113	-0.0289267	-0.00437737	0.0394472	-0.017313	-0.00121663
CX114	CX114	0.0147139	-0.00900119	-0.00330387	-0.00405035	-0.0600671
CX115	CX115	0.00982786	-0.00456205	-0.00461404	-0.00221835	-0.0138281
CX116	CX116	-0.0292309	-0.00626532	-0.0503686	-0.00122101	0.00431651
CX117	CX117	0.0145238	-0.00787436	-0.00304322	-0.00254342	-0.0343939
CX118	CX118	0.0140119	-0.00621461	-0.00192555	-0.00141016	-0.0317747
CX119	CX119	0.0140727	-0.00817217	-0.002349	-0.00172921	-0.0303013
CX120	CX120	0.00926537	-0.0070594	0.00748394	-0.0027563	0.0144948
